民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,教育程度排序,婚姻狀況,人數
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,博士,7,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,博士,7,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,博士,7,未婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,博士,7,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,國中,2,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,國中,2,有偶,9
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,國中,2,未婚,2573
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,國中,2,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,未婚,295
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,離婚,1
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,大學,5,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,大學,5,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,大學,5,未婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,大學,5,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,專科,4,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,專科,4,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,專科,4,未婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,專科,4,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,未婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,高中職,3,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,高中職,3,有偶,1
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,高中職,3,未婚,1188
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,女,高中職,3,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,博士,7,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,博士,7,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,博士,7,未婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,博士,7,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,國中,2,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,國中,2,有偶,2
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,國中,2,未婚,3024
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,國中,2,離婚,1
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,國小以下,1,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,國小以下,1,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,國小以下,1,未婚,369
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,國小以下,1,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,大學,5,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,大學,5,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,大學,5,未婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,大學,5,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,專科,4,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,專科,4,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,專科,4,未婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,專科,4,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,碩士,6,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,碩士,6,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,碩士,6,未婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,碩士,6,離婚,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,高中職,3,喪偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,高中職,3,有偶,0
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,高中職,3,未婚,1234
112,,7,土城區,15~19歲,15,19,部分重疊,0.4,男,高中職,3,離婚,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,博士,7,喪偶,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,博士,7,有偶,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,博士,7,未婚,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,博士,7,離婚,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,國中,2,喪偶,1
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,國中,2,有偶,68
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,國中,2,未婚,267
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,國中,2,離婚,35
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,國小以下,1,喪偶,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,國小以下,1,有偶,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,國小以下,1,未婚,19
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,國小以下,1,離婚,1
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,大學,5,喪偶,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,大學,5,有偶,35
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,大學,5,未婚,1713
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,大學,5,離婚,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,專科,4,喪偶,0
112,,7,土城區,20~24歲,20,24,完全落入,1.0,女,專科,4,有偶,12
