民國年,月,區代碼,行政區,年齡標籤,年齡下限,年齡上限,青年關係,青年權重,性別,教育程度,教育程度排序,婚姻狀況,人數
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,博士,7,喪偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,博士,7,有偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,博士,7,未婚,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,博士,7,離婚,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,國中,2,喪偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,國中,2,有偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,國中,2,未婚,84
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,國中,2,離婚,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,喪偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,有偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,未婚,11
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,國小以下,1,離婚,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,大學,5,喪偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,大學,5,有偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,大學,5,未婚,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,大學,5,離婚,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,專科,4,喪偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,專科,4,有偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,專科,4,未婚,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,專科,4,離婚,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,喪偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,有偶,0
112,,26,平溪區,15~19歲,15,19,部分重疊,0.4,女,碩士,6,未婚,0
